hanzi,pinyin,meaning,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,level
廊,láng,corridor,廓,部,邪,郎,那,郁,郭,邻,都,HSK7-9
宰,zǎi,to slaughter,幸,辛,宝,军,羊,窑,窖,牢,普,HSK7-9
唉,āi,to sigh,突,澳,候,奕,冤,唤,养,侯,喉,HSK7-9
链,liàn,chain,锻,邀,轿,糙,饼,遛,释,稀,墩,HSK7-9
窃,qiè,to steal,弦,垮,跨,综,挎,谤,绍,挖,穷,HSK7-9
纤,xiān,fine,红,经,饪,绊,纠,径,球,纬,缉,HSK7-9
趁,chèn,to take advantage of,珍,诊,修,掺,痰,惨,谬,逐,移,HSK7-9
瞬,shùn,instant,嚼,颗,糊,蹈,磅,趟,碟,避,碰,HSK7-9
颈,jǐng,neck,领,预,愣,硕,馈,垮,海,倾,竭,HSK7-9
辟,pì,to open up,辞,胜,碑,牌,娃,暗,短,钳,薛,HSK7-9
瘤,liú,tumor,痛,痒,病,崭,锯,痴,握,钥,熔,HSK7-9
钦,qīn,to admire,软,砍,秋,欲,饮,欺,欢,锹,款,HSK7-9
碧,bì,green jade,墓,磊,南,兽,普,窖,辈,暮,智,HSK7-9
屠,tú,to slaughter,唇,暑,履,署,屋,春,酱,督,犀,HSK7-9
寓,yù,residence,兽,曾,事,胃,晕,碧,富,常,善,HSK7-9
碑,bēi,stele,牌,啤,睹,辟,暗,磕,脾,窜,薛,HSK7-9
愣,lèng,dazed,愤,榜,惯,慌,馈,傍,懊,硕,熄,HSK7-9
钓,diào,angling,钧,钩,约,弥,沏,狗,烤,钞,钦,HSK7-9
颁,bān,to promulgate,旋,粉,颂,族,歇,筷,态,筋,领,HSK7-9
垄,lǒng,ridge,窘,酱,聋,奢,眷,李,卒,窒,牵,HSK7-9
殷,yīn,eager,股,般,段,胶,驭,腹,投,版,役,HSK7-9
擅,shàn,without authority,搞,墙,嘻,蝠,槁,营,哥,晴,霜,HSK7-9
巷,xiàng,alley,抚,募,表,老,挟,指,拴,隶,捉,HSK7-9
栽,zāi,to plant,载,戒,裁,辣,菊,截,拢,裸,婪,HSK7-9
瞒,mán,to conceal,辆,曝,嘲,唾,畴,糟,霜,割,嚷,HSK7-9
纺,fǎng,to spin,绽,旅,涨,绒,姚,绷,猿,纷,约,HSK7-9
颂,sòng,to extol,购,烦,颁,硫,颇,缆,颓,滤,赋,HSK7-9
嘿,hēi,hey,黑,黯,蔗,熏,啸,顿,趟,碳,瞧,HSK7-9
塘,táng,pond,锯,崭,掘,据,护,堤,垢,班,握,HSK7-9
砸,zá,to smash,啼,碍,喘,呵,型,晴,喂,闹,监,HSK7-9
怯,qiè,timid,棋,烛,馆,蚀,饵,饪,法,衬,恨,HSK7-9
魄,pò,vigor,晚,魂,瑰,鸭,摘,雅,愧,鹊,膊,HSK7-9
颖,yǐng,clever,锁,稳,窥,颇,德,馈,颓,镜,糙,HSK7-9
铸,zhù,to cast metal,祷,镑,锡,畴,揍,摊,镶,锯,镰,HSK7-9
毙,bì,to die,能,挎,悬,挖,背,指,恳,脂,惹,HSK7-9
恍,huǎng,suddenly,忧,悦,炖,抗,光,杭,扰,脱,况,HSK7-9
睹,dǔ,to see,碑,暗,薛,诸,啤,窜,辐,智,器,HSK7-9
蔑,miè,to disdain,募,捷,茂,猩,猎,狸,莽,超,拜,HSK7-9
垫,diàn,pad,塑,摔,捧,堕,挚,酵,搓,挥,超,HSK7-9
寞,mò,lonely,莫,奠,蔓,臭,寡,最,舅,寝,寄,HSK7-9
蕴,yùn,to accumulate,蓝,型,磕,腥,幕,碧,盟,蔼,磊,HSK7-9
魅,mèi,enchanting,魁,槐,赖,探,辣,雅,魔,碟,嗽,HSK7-9
堕,duò,to fall,障,萨,帮,垫,塑,惠,型,莺,醇,HSK7-9
绞,jiǎo,to twist,饺,铰,竣,狡,级,跤,较,凌,缓,HSK7-9
缅,miǎn,distant,缩,绯,瞪,渔,绅,蹬,禅,绵,维,HSK7-9
搅,jiǎo,to stir,揽,窥,鸦,宽,预,惹,琉,镜,捣,HSK7-9
奢,shē,extravagant,眷,酱,春,替,署,者,著,垄,窘,HSK7-9
尬,gà,awkward,勉,伪,仇,优,份,阶,伤,吩,扮,HSK7-9
澜,lán,wave,颗,润,喇,镯,稠,漂,鞠,滥,糊,HSK7-9
寝,qǐn,bedroom,宴,裳,肾,读,晨,慢,衰,寡,袁,HSK7-9
揽,lǎn,take on,搅,琉,鸦,窥,览,宽,梳,疏,镜,HSK7-9
嗽,sòu,to cough,漱,赖,懒,瞅,碟,稠,糙,糖,剩,HSK7-9
贮,zhù,to store,顷,烂,赔,赌,惊,赃,项,位,焊,HSK7-9
姥,lǎo,maternal grandmother,猪,婿,婚,娥,好,姨,姊,她,接,HSK7-9
煎,jiān,to sauté,湾,惩,涩,溃,谣,想,谤,源,烹,HSK7-9
棱,léng,edge,楼,核,梗,秽,接,秩,怪,择,校,HSK7-9
墅,shù,villa,撞,幢,博,臂,墨,阐,辖,割,譬,HSK7-9
瓣,bàn,petal,腾,搬,糠,辨,艇,徽,殿,獭,礁,HSK7-9
窟,kū,den,屑,犀,屋,算,管,磨,莓,芦,暂,HSK7-9
慷,kāng,generous,惭,慑,爆,煽,惕,锡,锯,例,煤,HSK7-9
溅,jiàn,to splatter,溯,流,漾,溉,贱,凝,贼,惑,饶,HSK7-9
悼,dào,to mourn,悍,惜,惶,憎,怔,悟,掉,宿,性,HSK7-9
渺,miǎo,insignificant,钞,砂,涉,吵,秒,湖,讼,减,炫,HSK7-9
磕,kē,to knock,挥,碑,碍,型,崎,畸,幕,梅,犁,HSK7-9
颓,tuí,dejected,颖,锁,烦,领,颇,辨,馈,锈,硫,HSK7-9
睦,mù,harmonious,哩,哇,壁,瞎,凿,薛,晴,罪,南,HSK7-9
窍,qiào,opening,到,垮,孪,尝,忘,亲,帘,拦,等,HSK7-9
唾,tuò,saliva,睡,哺,鲤,鲜,韩,肆,群,谨,瞎,HSK7-9
擎,qíng,to lift up,雾,挚,腾,攀,葱,警,窿,惑,寨,HSK7-9
铲,chǎn,shovel,筑,扩,斩,砌,镑,傍,例,场,候,HSK7-9
紊,wěn,disorder,紧,絮,袭,裂,鲨,繁,诱,凑,姿,HSK7-9
淀,diàn,sediment,渡,涉,漠,涕,淇,浙,洗,滨,添,HSK7-9
谤,bàng,to slander,镑,磅,缔,筝,溜,镜,韵,窃,海,HSK7-9
惰,duò,lazy,情,请,憎,懂,悟,惶,惜,悍,幕,HSK7-9
稠,chóu,dense,糖,调,躺,榴,糙,绸,缚,褐,馈,HSK7-9
曙,shǔ,daybreak,辐,睹,瞎,畸,眸,薯,碑,醒,磕,HSK7-9
曝,pù,sun-dry,辑,螺,嚷,睁,畴,踊,蒲,嫦,蘸,HSK7-9
捶,chuí,to thump,摧,捧,搓,锤,蒲,捕,捅,推,铺,HSK7-9
酵,jiào,to ferment,塑,醉,瑰,荐,垫,掐,捧,捅,著,HSK7-9
殃,yāng,calamity,铁,疾,跌,挟,族,秧,秩,焕,痪,HSK7-9
橘,jú,tangerine,榴,梅,桶,精,糙,犁,褐,椅,蔼,HSK7-9
榨,zhà,to extract,榕,椅,秤,标,梯,麻,琳,柿,杯,HSK7-9
蹭,cèng,to rub,增,蹄,蝠,蜡,蜻,躁,靖,辑,插,HSK7-9
媲,pì,to rival,媳,姆,嫦,磅,螃,婚,婿,膀,骚,HSK7-9
愈,yù,more,逾,渝,输,念,偷,惫,悉,途,贫,HSK7-9
徐,xú,slowly,绘,除,俭,俗,裕,祭,伶,茶,拎,HSK7-9
叙,xù,to narrate,敛,叔,致,敏,敬,被,焕,散,败,HSK7-9
臂,bì,arm,譬,墅,管,障,撞,惰,莺,誓,算,HSK7-9
涂,tú,to smear,涤,汰,浴,渝,泽,涕,淆,洽,沫,HSK7-9
慎,shèn,cautious,惧,填,镇,惜,憎,馆,棋,悔,恨,HSK7-9
磁,cí,magnet,舷,钩,兹,磅,魂,缔,簿,海,饼,HSK7-9
祭,jì,to offer sacrifice,察,条,绘,奈,茶,徐,矛,桨,求,HSK7-9
堪,kān,to endure,甚,堵,蛙,虾,虹,钳,若,担,描,HSK7-9
疏,shū,sparse,琉,硫,蔬,揽,梳,镜,跪,缆,瓶,HSK7-9
皱,zhòu,wrinkles,破,玻,敲,坡,媒,散,敏,圾,致,HSK7-9
悦,yuè,delighted,恍,忧,脱,税,说,炖,杭,况,锐,HSK7-9
裕,yù,abundant,俗,徐,铃,核,衍,衔,答,径,绘,HSK7-9
喉,hóu,throat,候,唉,唤,膜,侯,超,歌,趋,契,HSK7-9
娇,jiāo,attractive,矫,段,嫉,猪,较,猴,狭,狡,嫁,HSK7-9
僚,liáo,official,储,舒,俺,传,惫,净,馅,粹,符,HSK7-9
鞭,biān,whip,鞠,糟,镯,赖,嗽,撒,螺,蝇,腰,HSK7-9
喻,yù,to explain,偷,榆,愉,渝,输,逾,吟,稠,舒,HSK7-9
愧,kuì,ashamed,槐,魁,瑰,魂,愣,榜,懊,魄,咙,HSK7-9
浴,yù,to bathe,涂,溶,洽,裕,该,俗,洛,涕,汰,HSK7-9
撰,zhuàn,to compose,攘,惹,捞,挎,境,搅,薄,揽,擦,HSK7-9
侨,qiáo,to live abroad,价,依,桥,乔,伏,份,候,侠,尖,HSK7-9
窑,yáo,kiln,牢,窖,竿,宰,室,罕,窜,牵,至,HSK7-9
螺,luó,spiral shell,镯,壤,攘,斑,蟹,蹲,薄,蜓,蘸,HSK7-9
罐,guàn,jar,耕,辅,整,嘲,嚷,铺,鞠,肆,辖,HSK7-9
壤,rǎng,soil,攘,斑,螺,蹲,薄,镶,辑,瑰,螃,HSK7-9
稽,jī,to inspect,隆,馨,逮,袭,豁,降,轿,寨,释,HSK7-9
轿,jiào,sedan chair,矫,释,较,锻,锈,软,骄,疑,链,HSK7-9
窜,cuàn,to flee,卑,智,窑,啤,盘,童,南,单,革,HSK7-9
劈,pī,to split,旁,男,芳,宪,奥,唠,鸽,寇,亮,HSK7-9
谴,qiǎn,to denounce,遭,遣,避,遇,滴,薄,潭,道,漂,HSK7-9
禽,qín,fowl,拿,会,盒,笨,含,金,传,琴,吟,HSK7-9
腕,wàn,wrist,碗,施,豌,婉,脆,惋,舰,规,胧,HSK7-9
馨,xīn,fragrance,肇,寨,蜜,攀,薪,稽,窿,挚,撑,HSK7-9
魁,kuí,chief,愧,瑰,规,魂,槐,魅,鸡,耽,鸦,HSK7-9
逾,yú,to exceed,渝,愈,途,偷,榆,输,愉,递,喻,HSK7-9
砂,shā,gravel,吵,秒,渺,钞,砍,侦,候,抄,炒,HSK7-9
尴,gān,awkward,魁,揽,墟,瓶,琉,梳,疏,篇,硫,HSK7-9
喧,xuān,noisy,唱,罩,皇,晴,哩,睛,国,章,呵,HSK7-9
敷,fū,to apply,敬,姨,散,傲,敏,撤,腹,糠,敦,HSK7-9
婉,wǎn,tactful,腕,施,姚,豌,惋,碗,统,犹,烧,HSK7-9
髓,suǐ,marrow,蟹,嘴,鹤,静,翻,随,陶,霸,膊,HSK7-9
僻,pì,out of the way,磅,碟,雅,禅,榴,硕,梅,磕,稠,HSK7-9
膛,táng,chest,腥,腊,盟,赔,蕴,脾,碍,舶,强,HSK7-9
绰,chuò,ample,绅,绢,红,结,得,绵,谋,荷,堤,HSK7-9
墟,xū,ruins,虚,竭,愤,现,蹲,惹,瑰,唬,薪,HSK7-9
嗜,shì,to hanker,暂,酱,蓄,著,醇,崎,肾,督,惰,HSK7-9
槽,cáo,trough,植,框,糟,程,桂,棉,博,袖,幅,HSK7-9
熏,xūn,fragrance,黑,漏,膛,腥,聘,朝,羔,喂,票,HSK7-9
锯,jù,saw,钥,崭,银,塘,瘤,据,锡,猩,碌,HSK7-9
糙,cāo,rough,榴,避,橘,雅,穗,稳,粹,粽,辩,HSK7-9
絮,xù,long-winded,累,紊,素,紧,索,寨,鲨,袭,阂,HSK7-9
嫦,cháng,moon goddess,媳,婿,锯,姆,媲,妈,敲,猾,蒲,HSK7-9
瀑,pù,waterfall,涛,淆,潦,凑,渐,淹,凄,潘,满,HSK7-9
辫,biàn,braid,慈,辩,饶,锈,艇,邀,凝,锻,擎,HSK7-9
赃,zāng,stolen goods,脏,赔,焊,肃,呀,席,硕,腔,症,HSK7-9
蘑,mó,mushroom,磨,墓,幕,堡,碧,莓,撞,暂,萄,HSK7-9
渝,yú,to change,涂,逾,偷,榆,咏,愉,徐,输,拎,HSK7-9
潦,lǎo,heavy rain,淆,瀑,淹,凑,港,涛,涕,泽,滩,HSK7-9
惦,diàn,long for,恨,脏,灶,惧,炸,垢,供,桩,促,HSK7-9
鳄,è,crocodile,愕,聘,颤,鸭,唠,鲸,趟,喷,鹊,HSK7-9
魔,mó,demon,腐,摩,膊,题,侮,魁,鹰,蟹,惹,HSK7-9
宪,xiàn,constitution,旁,晃,芳,党,竞,亮,完,劳,壳,HSK7-9
飘,piāo,to flutter,赢,飙,藏,麟,糯,鹏,谎,舰,糖,HSK7-9
殿,diàn,palace,般,敏,艘,敬,致,悠,殷,腹,敞,HSK7-9
董,dǒng,director,重,辜,害,靠,青,薯,墓,事,兽,HSK7-9
穆,mù,solemn,稻,稼,鲨,谬,锡,律,惨,杨,寥,HSK7-9
恭,gōng,respectful,寂,添,淀,赤,舔,杰,徒,羔,绊,HSK7-9
疲,pí,tired,玻,嫁,菠,披,彼,破,获,叛,琢,HSK7-9
廉,lián,honest,屡,庭,磋,塞,痴,赌,拳,羞,履,HSK7-9
锐,ruì,sharp,税,镜,说,规,就,镑,脱,钩,洗,HSK7-9
溃,kuì,to burst,漂,淳,滴,淌,溜,泻,润,演,馈,HSK7-9
窝,wō,nest,穿,茅,窘,寄,裔,勇,字,荐,学,HSK7-9
慕,mù,to admire,幕,惠,等,蔼,墓,萧,惰,碧,祟,HSK7-9
囊,náng,sack,霸,谴,覆,蠢,萄,壤,震,聘,爵,HSK7-9
颠,diān,invert,巅,硕,额,镇,磅,膊,题,腥,鸽,HSK7-9
隙,xì,crevice,陈,栋,粽,谢,愣,销,辩,薄,馈,HSK7-9
纱,shā,yarn,钞,炒,沙,纵,约,纷,次,涉,冰,HSK7-9
滨,bīn,water's edge,淇,消,凉,泣,注,法,淳,缤,演,HSK7-9
缚,fú,to bind,薄,蟹,缔,糖,绵,海,绳,缠,馈,HSK7-9
绸,chóu,silk fabric,编,稠,调,验,绳,缠,绷,绩,缚,HSK7-9
钞,chāo,paper money,渺,砂,秒,纱,减,钩,炫,钧,钦,HSK7-9
颊,jiá,cheek,懊,频,硕,烦,顽,愣,赎,额,领,HSK7-9
赎,shú,to redeem,赚,颊,烦,频,领,熄,颇,膜,契,HSK7-9
磅,bàng,pound,榜,谤,镑,螃,傍,想,魂,愣,摘,HSK7-9
镶,xiāng,to inlay,攘,键,壤,健,镰,铸,镑,戳,籍,HSK7-9
窘,jiǒng,poor,窒,畜,垄,暑,翠,著,窝,暮,率,HSK7-9
撼,hàn,to shake,憾,蔬,镜,搬,鹅,饶,惑,饿,载,HSK7-9
痪,huàn,sickness,疾,废,瘦,殃,族,敏,娱,券,冤,HSK7-9
绽,zhàn,to split open,综,绩,绒,续,纺,绿,裂,缩,淀,HSK7-9
椒,jiāo,pepper,极,做,揪,煤,械,敞,瞅,树,赵,HSK7-9
瘾,yǐn,addiction,隐,德,稳,缆,颖,颇,陶,窥,硫,HSK7-9
赡,shàn,to support,赠,顽,顾,鹰,颇,瞻,愿,篇,赐,HSK7-9
粽,zòng,rice dumpling,栋,棕,惩,粒,标,想,综,鲸,德,HSK7-9
颇,pō,inclined,熄,颖,烦,频,额,唬,越,颊,规,HSK7-9
颤,chàn,to tremble,鳄,愕,稿,硕,顿,赠,喷,喂,颠,HSK7-9
锦,jǐn,brocade,铺,蹄,搏,销,棉,博,幕,绵,精,HSK7-9
缠,chán,to wind around,缚,绸,糖,稠,缩,绳,绵,编,缅,HSK7-9
绵,mián,continuous,绢,缩,悲,绰,缚,得,综,惩,锦,HSK7-9
痴,chī,idiotic,痒,病,庞,诬,痛,瘤,赌,瘫,榕,HSK7-9
寡,guǎ,widow,募,寞,易,寝,舅,摸,奠,豪,肾,HSK7-9
徽,huī,emblem,微,糠,悠,憋,傲,锹,歉,锈,矫,HSK7-9
戚,qī,relative,越,贼,戒,城,咸,藏,胧,感,裁,HSK7-9
譬,pì,analogy,誓,臂,管,墅,障,辈,筐,警,膏,HSK7-9
镑,bàng,pound sterling,谤,磅,镜,螃,锐,榜,铸,锡,傍,HSK7-9
幢,zhuàng,building,墅,啼,博,谭,割,喂,糟,撞,懂,HSK7-9
缔,dì,to conclude,缚,馅,谤,综,溜,绵,磅,绳,缩,HSK7-9
嫉,jí,to be jealous,娇,猴,嫁,瘫,菠,激,姨,疲,叛,HSK7-9
缆,lǎn,cable,统,您,硫,滤,疏,窥,碗,孵,惑,HSK7-9
簇,cù,cluster,感,疑,矫,烧,筋,笼,绕,锈,激,HSK7-9
锤,chuí,hammer,铺,捶,鲜,谁,磋,肆,整,津,捧,HSK7-9
馈,kuì,to gift,锁,愤,债,惯,愣,溃,颈,馅,躺,HSK7-9
嗦,suō,to suck,粽,糙,犁,谤,橘,篮,薄,谣,榴,HSK7-9
窒,zhì,to obstruct,翠,窘,窖,窗,室,率,窑,畜,垄,HSK7-9
攒,zǎn,accumulate,赞,揽,疏,蔬,琉,搅,撼,鹅,硫,HSK7-9
惋,wàn,regret,碗,豌,腕,就,闷,既,桃,视,宛,HSK7-9
鲨,shā,shark,荡,裂,凄,凑,凌,降,隆,淆,瑟,HSK7-9
巅,diān,summit,颠,损,萌,薄,聘,硕,萄,融,蹲,HSK7-9
窿,lóng,hole,隆,擎,馨,寨,蓬,警,雾,挚,庭,HSK7-9
踪,zōng,tracks,挡,掠,惊,晾,湿,悲,罚,棕,坛,HSK7-9
凝,níng,to congeal,疑,饶,邀,饿,艇,糠,锻,锈,辫,HSK7-9
寂,jì,silent,叔,翅,致,徒,服,熔,殴,破,敲,HSK7-9
缴,jiǎo,to hand over,激,缎,骏,绣,澈,教,绒,糠,绕,HSK7-9
溶,róng,to dissolve,落,潜,浴,淆,潘,治,涂,澄,洛,HSK7-9
懈,xiè,lax,解,确,健,镰,麟,嘴,瓶,键,械,HSK7-9
窥,kuī,to peep,搅,揽,镜,颖,魂,鸦,愚,规,惹,HSK7-9
矫,jiǎo,to rectify,轿,铰,娇,软,锈,筷,疑,较,簇,HSK7-9
缤,bīn,abundant,滨,经,淇,煮,综,弦,绊,绪,绽,HSK7-9
豁,huō,slit,截,键,隆,携,稽,辖,遛,蘸,健,HSK7-9
舔,tiǎn,to lick,糕,额,翅,饼,蹬,庭,翰,蔽,糙,HSK7-9
乍,zhà,first,右,昼,作,有,吞,借,午,伯,卡,NON-HSK
亥,hài,boar,该,咳,委,这,核,攻,条,液,返,NON-HSK
匕,bǐ,spoon,七,它,包,乙,亿,也,扎,孔,尤,NON-HSK
廿,niàn,twenty,甘,土,叶,中,士,牛,古,十,世,NON-HSK
耶,yē,ye,郎,郁,部,邦,郭,邪,都,廊,阵,NON-HSK
玛,mǎ,agate,蚂,冯,蛇,码,妈,屿,坊,抬,站,NON-HSK
菲,fēi,fragrant,罪,非,哇,暗,晤,幸,国,芒,佳,NON-HSK
吾,wú,me,百,吉,宫,吕,呈,昔,晋,巨,豆,NON-HSK
韦,wéi,tanned hide,寺,幸,羊,再,萤,丰,串,市,宇,NON-HSK
姊,jiě,elder sister,好,媒,娘,妨,妒,圾,妖,坡,妓,NON-HSK
轩,xuān,high,车,牢,控,抨,钳,堵,军,窑,错,NON-HSK
崔,cuī,Cui,审,君,革,佳,卑,串,岩,星,宙,NON-HSK
珊,shān,coral,删,蹦,瓶,琉,疏,墟,振,现,赫,NON-HSK
栗,lì,chestnut,果,束,柬,茉,荣,某,桌,查,呆,NON-HSK
杉,shān,fir,衫,形,秒,侈,伶,枚,夜,交,仪,NON-HSK
杏,xìng,apricot,查,呆,否,桌,本,束,右,某,香,NON-HSK
蚂,mǎ,ant,玛,码,蛇,吗,屿,拇,妈,冯,捎,NON-HSK
眯,mī,narrow the eyes,咪,味,昧,株,棵,睬,袜,辣,裸,NON-HSK
眷,juàn,dependant,奢,春,着,垄,酱,替,窘,看,暮,NON-HSK
肘,zhǒu,elbow,射,府,的,朗,屁,附,时,肺,脖,NON-HSK
沁,qìn,seep,泌,沈,沟,泡,心,池,泥,泳,沙,NON-HSK
拇,mǔ,thumb,捣,搏,损,抨,志,捎,招,揭,持,NON-HSK
汀,tīng,shoal,河,污,江,订,汁,讨,淳,消,汗,NON-HSK
轧,yà,crush,扎,孔,乖,北,讯,钉,打,瓦,拧,NON-HSK
豚,tún,piglet,嫁,啄,琢,疲,貌,叛,狭,毅,家,NON-HSK
咪,mī,meow,眯,味,昧,袜,株,棵,辣,沫,珠,NON-HSK
屎,shǐ,excrement,来,架,尿,柬,茉,果,床,渠,束,NON-HSK
酋,qiú,chieftain,署,暮,普,西,盘,墓,智,窜,暑,NON-HSK
噩,è,shocking,哩,哇,喧,晴,睛,鼎,罪,睦,唱,NON-HSK
芹,qín,celery,斤,芦,片,升,斥,盾,折,听,垢,NON-HSK
橇,qiāo,sled,撬,穗,擦,稳,攘,馨,爆,剩,携,NON-HSK
舀,yǎo,to ladle,结,红,怪,留,咨,煮,袁,浩,衰,NON-HSK
瑟,sè,Chinese harp,绩,扬,裂,锡,惹,颖,馒,薪,庭,NON-HSK
莉,lì,jasmine,刺,柿,秤,犁,椅,标,谍,桶,梯,NON-HSK
鸿,hóng,swan,诧,询,怠,弥,谢,净,饲,冻,淳,NON-HSK
亨,hēng,smooth,享,字,号,宇,亭,冥,子,寻,京,NON-HSK
湘,xiāng,Hunan,湖,渔,灌,润,溢,渣,湿,禅,浑,NON-HSK
咒,zhòu,curse,冗,兄,吭,党,兑,克,壳,元,句,NON-HSK
屁,pì,fart,鹿,助,坊,张,底,房,肘,访,胀,NON-HSK
淫,yín,lewd,滔,涤,浮,涂,凌,滚,溪,涕,泽,NON-HSK
蝶,dié,butterfly,碟,操,蛛,躁,蜴,堤,崭,谋,蜘,NON-HSK
姚,yáo,Yao,跳,挑,拟,犹,桃,烧,纺,婉,旅,NON-HSK
琳,lín,beautiful jade,麻,淋,株,棵,林,栓,梯,榨,袜,NON-HSK
蚁,yǐ,ant,蚊,坡,玫,玻,圾,破,改,政,被,NON-HSK
刃,rèn,blade,历,乃,办,刀,叨,力,方,厉,为,NON-HSK
尹,yǐn,oversee,开,年,弄,羊,庄,声,牛,生,主,NON-HSK
呻,shēn,groan,瞄,畔,啤,哺,叶,卧,吐,哩,晤,NON-HSK
扼,è,clutch,扰,抗,耽,抚,范,拖,抱,拘,舵,NON-HSK
盔,kuī,helmet,盗,坠,密,庭,筐,举,盈,差,炭,NON-HSK
夭,yāo,die young,失,矢,犬,关,大,丈,太,夫,天,NON-HSK
苔,tái,moss,台,县,育,者,堵,著,畜,去,窘,NON-HSK
溺,nì,to drown,涕,溜,韵,滴,沏,缔,澄,湖,绿,NON-HSK
拭,shì,wipe,试,式,抚,迅,耽,扰,武,拇,玩,NON-HSK
鸥,ōu,gull,恩,鸣,鸭,刚,驱,鹊,箭,钢,脑,NON-HSK
佯,yáng,to pretend,件,伴,住,伟,样,佳,坐,详,辟,NON-HSK
啄,zhuó,peck,琢,豚,嫁,破,疲,稼,获,家,吸,NON-HSK
羔,gāo,lamb,点,黑,煮,驻,照,蕉,期,熏,赤,NON-HSK
涧,jiàn,mountain stream,润,洞,词,简,桐,晾,谅,饲,滴,NON-HSK
蜻,qīng,dragonfly,蜡,捐,蝠,酿,醋,增,啪,酷,蹭,NON-HSK
茉,mò,jasmine,荣,束,栗,来,某,呆,末,果,宋,NON-HSK
蜓,tíng,dragonfly,挺,斑,蛾,摊,螺,撕,蜂,蜘,掐,NON-HSK
糯,nuò,glutinous,谎,糊,儒,颗,黯,翻,耀,稳,糖,NON-HSK
蜥,xī,lizard,晰,撕,蜘,逝,蜓,橱,斑,揪,嘶,NON-HSK
饪,rèn,to cook,纤,丢,歼,怯,饵,馆,话,蚀,活,NON-HSK
蜴,yì,lizard,踢,锡,螃,蛎,惕,蝶,勃,振,勘,NON-HSK
彥,yàn,erudite,惨,参,寥,家,鲨,颜,谬,修,絮,NON-HSK
洛,luò,Los Angeles,溶,络,浴,落,涂,涤,泽,姿,济,NON-HSK
曼,màn,prolong,蔓,夏,度,臭,慢,瘦,美,更,复,NON-HSK
彭,péng,Peng,彰,影,彩,哆,咳,凌,煲,涉,续,NON-HSK
娜,nà,na,挪,绑,撤,哪,娥,她,烧,敷,瓶,NON-HSK
惟,wéi,only,准,谁,催,推,怪,祥,堆,淮,唯,NON-HSK
卿,qīng,minister,脚,柳,御,喊,谢,炯,棚,咙,酌,NON-HSK
甫,fǔ,barely,审,再,串,羊,革,单,韦,宙,丰,NON-HSK
昭,zhāo,evident,胆,暗,铝,舶,担,晤,陌,招,咱,NON-HSK
狐,hú,fox,孤,弧,叛,贩,狡,狱,饭,级,匆,NON-HSK
咕,gū,mutter,叶,坦,咱,吐,担,苦,拒,苗,廿,NON-HSK
嘻,xī,giggle,营,晴,辜,富,罩,睛,兽,碧,擅,NON-HSK
靖,jìng,pacify,竭,请,蹄,聘,悲,峭,绵,谐,饲,NON-HSK
诡,guǐ,deceitful,跪,脆,说,惋,视,锐,创,就,宛,NON-HSK
芙,fú,hibiscus,英,茉,夫,荣,哭,夹,夷,架,束,NON-HSK
榴,liú,pomegranate,橘,精,楷,糙,梅,薄,桶,糊,褐,NON-HSK
冥,míng,dark,景,亨,享,京,宾,号,亭,室,宗,NON-HSK
俺,ǎn,I,舒,僚,掩,愧,倦,筑,储,解,龟,NON-HSK
妓,jì,prostitute,奴,牧,披,妖,玻,肢,扳,效,玫,NON-HSK
嗡,wēng,buzz,翁,嗦,缚,缔,颖,德,愚,锡,躺,NON-HSK
骆,luò,camel,致,胳,骚,服,腹,敲,赂,毁,络,NON-HSK
苟,gǒu,careless,荷,毕,旬,有,拾,句,争,芳,甸,NON-HSK
莺,yīng,oriole,粤,骂,毒,宵,莓,喝,鸣,醇,蔼,NON-HSK
梗,gěng,stem,便,使,棱,硬,鼓,枝,集,更,麦,NON-HSK
炯,jiǒng,bright,焊,煌,灿,咐,愣,贿,烟,炖,呢,NON-HSK
炕,kàng,brick-heated bed,饥,航,访,炮,恍,灯,熄,讥,抗,NON-HSK
峭,qiào,precipitous,哨,踪,屿,挡,靖,峙,削,晾,咐,NON-HSK
奕,yì,radiating,突,案,类,侯,架,弈,菜,唉,染,NON-HSK
矗,chù,towering,草,醋,酷,掉,酣,捏,值,曹,基,NON-HSK
诬,wū,accuse falsely,诺,许,评,讶,诸,红,茫,秤,砖,NON-HSK
枫,fēng,maple,讽,械,纲,椒,诫,憾,概,钢,棚,NON-HSK
尧,yáo,sage king,秃,戈,疫,矣,务,挨,挠,葵,齐,NON-HSK
萤,yíng,firefly,虽,莹,苛,幸,寺,苦,宝,审,革,NON-HSK
帷,wéi,curtain,柿,桶,唯,棉,梅,催,怖,糟,槽,NON-HSK
袄,ǎo,coat,秩,秧,秋,秒,跃,沃,桥,砍,铁,NON-HSK
雏,chú,chick,难,维,雅,推,谁,准,缅,惟,整,NON-HSK
橄,gǎn,olive,摊,释,做,铸,嫌,嫩,稀,瘫,楼,NON-HSK
咀,jǔ,to chew,旺,苗,面,田,臣,甜,甲,里,咱,NON-HSK
粱,liáng,millet,梁,染,袋,续,族,添,菜,绽,裂,NON-HSK
瀚,hàn,vast,翰,确,锻,簿,穗,邀,漱,赖,辩,NON-HSK
莓,méi,berry,每,墓,盘,毒,算,菩,醇,暂,暮,NON-HSK
